0,1,51,150,99,3,6,NaN,66,155,255,255,255,255,NaN,255,255,251,NaN,22,0,0,NaN,11,214,73,0,0
0,61,234,255,249,137,181,236,253,255,255,255,NaN,255,255,251,250,245,215,28,0,NaN,0,0,76,38,0,0
27,220,255,255,255,255,255,255,NaN,255,237,234,203,175,132,63,60,43,NaN,1,0,0,0,NaN,2,2,NaN,0
211,NaN,255,255,255,255,250,190,NaN,104,32,19,7,3,1,NaN,147,77,NaN,0,0,0,0,0,0,0,0,0
255,NaN,255,245,222,244,179,NaN,2,0,0,0,0,0,0,NaN,NaN,149,0,0,0,NaN,0,0,NaN,0,0,NaN
255,228,203,47,19,140,194,1,NaN,0,0,0,0,NaN,0,0,182,192,1,0,0,0,NaN,NaN,0,0,0,NaN
255,169,13,NaN,0,82,228,4,0,NaN,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,0,0,NaN,0,0,0
244,247,27,0,0,57,236,6,0,0,0,0,0,0,0,0,157,NaN,10,NaN,NaN,NaN,NaN,0,0,0,0,0
168,NaN,77,0,0,92,231,4,0,0,0,0,0,0,0,0,164,249,13,0,NaN,1,0,0,0,0,NaN,0
NaN,254,171,1,0,154,204,NaN,NaN,NaN,0,7,25,4,0,0,156,245,NaN,0,NaN,20,0,0,NaN,0,0,0
NaN,147,158,1,19,236,152,0,0,1,46,184,235,154,17,0,143,243,8,0,NaN,8,0,0,0,0,0,0
0,3,8,0,102,255,NaN,0,0,72,230,255,255,255,147,1,148,250,NaN,0,0,0,0,0,0,0,0,0
0,0,NaN,14,217,214,9,0,3,206,255,223,190,NaN,246,45,177,239,8,0,0,0,0,0,0,0,0,0
0,NaN,NaN,NaN,NaN,83,0,0,NaN,253,182,24,7,44,NaN,175,186,220,2,0,0,NaN,0,0,0,0,NaN,0
0,0,52,246,NaN,NaN,0,0,144,250,42,0,0,2,NaN,248,226,207,NaN,NaN,0,NaN,0,0,0,0,0,NaN
0,NaN,218,241,NaN,0,0,0,190,NaN,2,0,0,0,56,254,255,200,0,NaN,NaN,0,0,NaN,NaN,0,NaN,0
25,201,251,99,1,0,0,1,204,172,0,NaN,NaN,NaN,10,231,255,191,0,0,0,NaN,0,0,NaN,NaN,NaN,0
215,255,147,NaN,NaN,NaN,0,1,201,198,3,0,0,9,113,250,255,174,0,0,0,0,0,0,0,0,0,0
255,255,128,0,0,NaN,0,0,178,NaN,117,16,NaN,180,250,205,255,178,0,0,0,0,0,NaN,0,0,0,0
206,NaN,NaN,4,0,0,0,NaN,NaN,255,253,NaN,245,255,184,78,255,168,0,0,0,0,0,0,0,NaN,NaN,0
10,152,251,38,0,0,0,0,31,238,255,255,255,191,30,49,255,162,0,0,0,0,NaN,NaN,0,0,0,0
0,63,254,138,0,0,0,0,0,85,197,NaN,120,17,0,27,253,164,0,0,0,0,0,NaN,0,0,0,0
0,8,220,227,29,2,0,NaN,0,1,6,NaN,0,0,0,13,247,162,0,0,0,0,0,0,0,0,0,NaN
0,0,127,255,NaN,109,1,0,0,0,NaN,0,0,0,0,6,236,NaN,0,NaN,0,0,0,0,0,0,0,0
0,0,24,223,255,172,NaN,NaN,0,NaN,0,0,0,NaN,0,3,221,155,0,NaN,0,NaN,0,NaN,NaN,0,NaN,0
0,0,NaN,34,95,25,0,0,0,0,0,0,0,0,0,0,104,68,0,NaN,0,0,0,NaN,0,NaN,1,NaN
NaN,0,0,0,NaN,0,NaN,0,0,0,0,NaN,NaN,NaN,NaN,0,1,1,0,0,0,0,0,0,NaN,0,16,6
NaN,0,0,0,0,0,0,NaN,NaN,0,0,0,0,0,NaN,0,0,0,0,0,0,0,NaN,0,0,0,6,3
