0,0,0,NaN,0,0,0,NaN,0,0,0,0,NaN,0,0,0,0,NaN,0,0,NaN,0,0,0,0,NaN,0,0
0,0,0,NaN,0,NaN,1,3,0,0,0,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,NaN,7,9,NaN
0,0,0,0,7,35,NaN,NaN,73,29,7,NaN,0,0,0,0,0,0,0,0,NaN,0,NaN,NaN,10,139,NaN,7
0,NaN,NaN,9,145,236,254,NaN,252,232,147,26,13,NaN,18,14,NaN,18,35,30,31,42,60,106,180,252,NaN,NaN
0,0,0,103,253,255,255,255,NaN,255,NaN,NaN,201,203,213,NaN,NaN,211,NaN,230,232,NaN,NaN,255,255,255,255,NaN
0,0,5,204,255,255,255,255,255,255,255,255,255,NaN,255,255,NaN,255,255,255,255,NaN,255,NaN,NaN,255,255,120
0,0,20,245,NaN,255,255,255,255,NaN,255,255,255,NaN,255,255,NaN,255,255,255,255,255,255,255,255,255,NaN,92
0,0,29,251,255,255,255,255,255,255,255,255,NaN,NaN,255,255,254,244,241,NaN,NaN,251,217,173,195,255,255,64
0,0,NaN,238,255,NaN,244,208,194,188,255,255,NaN,199,113,96,84,74,158,227,254,254,228,125,NaN,255,255,59
NaN,0,2,108,124,101,60,18,19,86,255,252,105,17,NaN,2,53,217,NaN,NaN,NaN,255,255,NaN,NaN,255,255,39
12,NaN,8,NaN,2,NaN,0,0,0,97,255,230,NaN,NaN,0,4,190,255,255,255,NaN,255,255,255,255,255,251,24
NaN,210,NaN,NaN,0,0,0,0,0,138,255,204,3,0,0,20,243,255,255,255,NaN,255,255,255,NaN,255,251,25
106,NaN,NaN,4,0,0,0,0,18,209,255,153,0,0,0,50,NaN,255,216,182,177,185,225,255,NaN,255,248,21
NaN,154,109,1,NaN,NaN,0,NaN,108,255,NaN,NaN,NaN,NaN,0,76,255,NaN,NaN,7,NaN,8,NaN,NaN,255,255,NaN,9
NaN,7,5,5,NaN,3,0,0,136,255,248,31,0,0,NaN,81,255,249,24,0,0,0,0,NaN,227,NaN,227,NaN
NaN,NaN,0,45,NaN,60,1,NaN,217,255,205,4,0,0,0,74,255,NaN,19,0,NaN,NaN,0,1,164,255,241,NaN
52,67,41,52,220,127,44,221,255,255,NaN,0,0,0,0,51,255,249,26,0,0,0,0,NaN,140,NaN,NaN,28
229,250,234,NaN,182,199,216,255,255,236,27,0,0,0,0,24,NaN,255,65,NaN,0,0,0,NaN,158,255,NaN,NaN
255,255,255,255,255,255,255,NaN,254,129,NaN,0,NaN,0,0,4,212,255,130,0,0,0,0,1,159,NaN,255,NaN
255,255,NaN,255,255,NaN,255,254,173,NaN,0,0,0,0,0,1,NaN,NaN,NaN,NaN,NaN,NaN,0,3,147,255,255,255
255,NaN,255,255,255,255,NaN,199,22,0,0,0,0,0,0,0,130,255,254,131,36,22,NaN,NaN,NaN,255,255,255
NaN,255,255,255,255,255,NaN,239,105,1,NaN,0,0,0,0,NaN,44,246,NaN,NaN,NaN,NaN,NaN,253,255,255,255,227
32,116,121,138,240,255,255,255,227,40,2,6,0,0,0,0,3,158,255,255,255,255,255,255,255,255,255,145
0,1,1,3,NaN,168,252,255,255,212,113,NaN,24,0,0,0,NaN,34,228,255,NaN,255,NaN,NaN,254,255,255,NaN
0,0,0,0,0,10,133,251,255,255,255,255,96,0,NaN,0,NaN,NaN,64,192,225,250,246,155,113,255,255,NaN
0,0,0,NaN,NaN,0,7,NaN,255,255,NaN,NaN,NaN,NaN,0,NaN,0,0,1,11,NaN,60,NaN,6,NaN,NaN,239,38
0,NaN,NaN,NaN,0,0,0,NaN,176,254,NaN,247,NaN,NaN,0,0,NaN,0,0,NaN,0,0,0,0,8,171,NaN,3
0,NaN,0,0,0,0,0,0,18,139,225,145,4,0,0,0,NaN,0,0,0,0,0,0,0,0,11,2,NaN
