NaN,NaN,NaN,0,0,0,NaN,0,0,NaN,0,0,3,26,12,11,10,11,NaN,25,29,NaN,NaN,150,212,253,255,NaN
0,NaN,0,0,0,0,NaN,0,NaN,0,0,0,69,233,212,NaN,208,209,214,NaN,239,NaN,255,255,255,255,255,NaN
0,NaN,0,NaN,0,0,0,0,0,0,0,0,118,NaN,255,255,255,255,255,255,255,255,NaN,255,255,255,NaN,199
0,NaN,0,0,NaN,0,0,0,0,0,0,0,NaN,234,255,255,255,NaN,255,255,255,251,215,195,153,127,188,35
0,NaN,0,NaN,0,0,0,0,NaN,0,0,0,1,64,95,98,107,89,NaN,NaN,255,139,13,7,NaN,2,9,0
0,0,0,0,0,0,NaN,0,0,NaN,0,0,NaN,0,NaN,NaN,0,0,NaN,165,255,154,0,0,NaN,0,0,0
0,NaN,0,0,0,0,NaN,0,NaN,0,0,0,NaN,0,0,NaN,0,NaN,0,134,255,185,1,0,0,NaN,0,0
2,NaN,2,NaN,0,0,0,0,0,0,NaN,0,4,23,49,58,56,31,NaN,132,255,204,3,0,0,0,0,0
95,212,41,NaN,0,0,0,0,NaN,0,2,33,154,230,249,251,251,238,184,171,255,224,7,0,0,0,0,0
241,239,34,0,0,0,0,0,NaN,3,109,234,255,255,NaN,255,NaN,255,255,NaN,255,230,9,0,0,0,0,0
255,148,1,NaN,0,NaN,0,0,0,NaN,248,255,255,252,225,185,176,201,247,NaN,255,NaN,10,0,0,0,0,0
255,NaN,0,0,0,0,0,NaN,0,NaN,255,NaN,149,NaN,21,5,4,NaN,NaN,NaN,255,NaN,19,0,0,NaN,0,NaN
NaN,128,0,NaN,NaN,0,0,0,NaN,186,255,154,6,0,NaN,0,0,0,0,114,255,247,23,0,0,NaN,0,0
255,167,0,0,0,NaN,0,NaN,0,154,255,NaN,100,2,NaN,0,0,0,0,61,255,249,27,0,NaN,0,0,NaN
255,199,2,0,0,0,0,NaN,NaN,49,242,255,244,76,1,0,0,0,NaN,48,255,254,43,0,NaN,0,0,0
234,NaN,4,0,NaN,0,0,0,0,1,NaN,236,255,225,43,0,0,0,0,40,253,255,54,0,0,NaN,NaN,0
186,233,10,0,0,0,0,0,0,0,1,NaN,219,255,198,12,0,0,0,15,NaN,255,74,0,0,NaN,0,0
151,250,37,0,0,0,0,0,0,NaN,NaN,0,46,NaN,254,91,0,0,0,9,231,NaN,99,0,0,0,0,0
NaN,255,87,0,0,0,0,NaN,0,0,0,NaN,NaN,148,255,142,0,0,0,8,229,NaN,105,0,0,0,0,0
76,255,122,0,0,NaN,0,0,0,0,0,0,NaN,NaN,255,147,0,NaN,0,NaN,220,255,118,0,0,0,0,NaN
40,NaN,NaN,NaN,0,0,0,0,NaN,NaN,0,0,4,190,NaN,117,0,0,NaN,NaN,196,255,137,0,0,0,0,0
14,234,250,52,0,0,0,0,0,0,0,NaN,NaN,250,252,51,0,NaN,0,0,173,255,158,NaN,0,NaN,0,0
2,174,255,154,2,0,0,0,0,0,NaN,9,NaN,255,212,7,0,NaN,0,0,143,255,142,0,0,NaN,0,NaN
NaN,85,255,242,53,0,0,0,0,0,NaN,128,NaN,255,116,0,0,0,0,0,46,NaN,42,0,0,0,0,0
0,11,NaN,255,215,59,8,1,2,30,157,251,255,199,16,NaN,0,0,0,0,1,4,0,NaN,NaN,0,NaN,0
0,NaN,93,251,255,NaN,182,91,NaN,222,255,255,238,46,NaN,0,0,0,0,0,NaN,0,0,0,0,NaN,0,0
NaN,NaN,5,128,252,255,255,NaN,255,255,255,NaN,NaN,1,0,0,0,0,0,0,0,NaN,0,NaN,0,NaN,0,0
0,0,0,6,NaN,250,255,255,255,255,214,NaN,NaN,0,0,0,NaN,0,0,NaN,0,NaN,0,0,0,0,0,NaN
