0,NaN,0,0,NaN,0,1,2,1,NaN,0,0,0,0,0,0,0,NaN,0,0,NaN,0,0,0,0,0,0,0
0,0,0,0,NaN,20,44,NaN,31,13,9,4,NaN,1,0,0,0,0,NaN,0,0,NaN,NaN,0,0,0,0,0
NaN,0,0,1,33,155,224,NaN,208,172,149,111,81,NaN,30,23,15,8,5,NaN,3,NaN,1,0,0,NaN,0,0
0,0,0,2,80,247,255,255,255,NaN,255,253,244,230,203,186,163,125,106,95,NaN,46,37,27,16,9,6,3
0,0,0,2,NaN,247,255,247,247,NaN,255,255,255,255,NaN,255,255,253,252,NaN,247,230,217,197,156,115,NaN,46
NaN,0,0,0,32,180,219,111,94,154,251,255,255,255,NaN,255,255,255,255,255,255,255,255,NaN,255,NaN,175,108
0,0,0,0,5,41,59,16,NaN,NaN,NaN,255,255,240,NaN,108,135,147,204,NaN,255,252,216,NaN,193,161,NaN,68
0,0,0,0,0,2,3,1,1,75,246,255,255,236,46,5,8,14,126,255,255,191,45,31,29,23,15,10
0,NaN,0,0,NaN,0,NaN,0,2,96,251,NaN,254,NaN,37,1,0,9,154,255,255,132,NaN,0,0,0,0,NaN
0,0,0,0,0,0,0,0,8,142,255,255,215,69,11,0,NaN,18,188,255,NaN,109,NaN,0,0,0,0,0
0,0,NaN,NaN,NaN,NaN,0,0,NaN,195,255,255,162,13,1,0,0,40,224,NaN,NaN,98,NaN,0,0,0,0,NaN
0,0,0,0,0,0,0,0,40,229,255,251,105,3,NaN,NaN,10,100,249,255,255,83,2,0,0,NaN,0,0
2,5,9,6,3,2,NaN,3,78,247,255,NaN,63,15,NaN,51,114,221,NaN,255,NaN,47,NaN,0,0,NaN,NaN,0
79,115,146,131,99,90,89,94,181,255,NaN,248,182,177,203,NaN,NaN,NaN,255,255,192,15,0,0,0,NaN,0,0
242,252,255,254,249,247,246,247,NaN,255,255,NaN,255,255,255,NaN,NaN,255,255,255,146,5,0,0,0,0,0,0
255,NaN,255,255,255,NaN,255,255,NaN,255,255,255,254,248,240,213,NaN,247,255,NaN,105,2,0,0,NaN,NaN,0,0
255,255,247,235,230,213,195,223,255,255,NaN,197,137,100,72,40,68,239,255,249,72,1,NaN,0,0,0,0,0
255,255,NaN,54,46,31,23,NaN,NaN,255,220,46,8,3,2,NaN,100,250,255,NaN,37,0,0,0,0,0,0,NaN
255,255,160,13,1,0,5,148,NaN,255,179,14,0,0,0,10,158,255,255,187,NaN,0,0,0,0,0,0,0
253,255,217,39,1,0,NaN,177,255,NaN,142,6,0,0,0,27,209,255,254,NaN,5,0,0,NaN,0,0,0,0
191,255,251,111,6,0,18,207,255,255,NaN,3,0,0,1,59,241,255,NaN,78,1,0,0,NaN,0,0,0,0
NaN,248,255,208,40,1,NaN,226,255,NaN,88,1,0,NaN,4,115,NaN,255,225,39,0,0,0,0,0,NaN,0,0
28,203,NaN,252,139,14,44,240,NaN,245,69,1,NaN,NaN,13,175,255,255,180,16,0,0,0,0,0,0,0,0
NaN,117,251,NaN,232,NaN,91,254,255,236,52,0,0,NaN,35,223,255,252,112,NaN,NaN,NaN,0,0,0,0,0,0
0,36,203,255,254,183,194,255,NaN,NaN,25,0,0,NaN,69,249,255,231,50,1,0,0,0,0,0,NaN,0,0
0,NaN,93,241,NaN,253,NaN,255,253,119,NaN,0,0,1,71,NaN,255,172,18,0,0,NaN,0,0,NaN,0,0,0
NaN,NaN,17,136,248,255,NaN,NaN,211,40,1,0,0,0,27,139,162,56,3,NaN,0,0,0,NaN,0,NaN,0,0
0,0,1,33,182,255,255,255,126,9,0,NaN,0,0,NaN,17,19,5,0,0,NaN,NaN,0,0,0,0,0,NaN
