0,0,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NaN,4,17,28,40,NaN
NaN,NaN,0,0,NaN,9,8,14,17,19,NaN,38,27,26,16,23,19,22,NaN,NaN,88,114,146,NaN,218,237,244,NaN
NaN,NaN,NaN,113,NaN,198,195,216,NaN,224,NaN,245,234,NaN,NaN,NaN,225,229,240,249,NaN,NaN,255,255,255,255,255,255
67,215,253,NaN,255,255,255,255,255,255,NaN,255,NaN,255,255,255,255,255,255,255,255,NaN,241,228,NaN,243,255,248
233,255,255,255,255,255,252,233,246,253,250,NaN,227,219,228,227,189,193,143,117,104,61,31,18,12,NaN,NaN,98
255,255,255,252,213,175,76,NaN,106,247,159,16,20,20,23,25,NaN,7,2,1,0,0,0,0,0,15,NaN,2
175,NaN,159,78,15,5,0,86,226,255,213,7,0,0,NaN,0,NaN,0,0,NaN,0,0,0,0,NaN,0,0,0
5,11,NaN,0,0,0,0,33,84,251,253,46,NaN,NaN,0,0,0,0,0,0,0,0,13,2,0,0,NaN,0
0,0,0,0,0,0,0,0,5,221,NaN,104,0,NaN,0,0,0,0,0,0,0,21,196,54,0,0,0,NaN
0,0,0,0,0,0,NaN,NaN,1,NaN,255,150,0,0,0,0,0,0,0,NaN,0,89,255,144,0,0,0,0
0,0,NaN,0,1,17,0,0,0,133,255,193,2,0,NaN,NaN,0,0,NaN,0,0,105,NaN,187,NaN,0,0,0
0,0,0,NaN,1,15,NaN,0,0,NaN,NaN,246,25,0,0,NaN,0,NaN,0,0,1,133,NaN,NaN,6,NaN,0,0
0,0,NaN,NaN,0,0,0,NaN,0,34,NaN,255,75,0,0,NaN,0,0,0,NaN,58,236,NaN,244,15,0,0,NaN
0,0,0,0,0,0,NaN,0,0,6,222,255,NaN,0,0,0,0,0,1,NaN,228,255,255,253,38,0,0,0
0,0,0,0,0,0,0,NaN,0,1,173,255,192,3,0,0,NaN,11,107,236,255,200,243,255,NaN,NaN,0,NaN
0,0,0,0,NaN,0,NaN,0,0,NaN,113,255,246,26,0,17,83,192,NaN,255,193,34,213,255,90,0,0,0
0,0,NaN,NaN,0,NaN,0,0,0,0,47,NaN,NaN,NaN,82,205,253,255,254,186,24,1,NaN,255,111,0,0,0
0,0,0,0,0,0,0,NaN,0,3,21,237,NaN,238,252,NaN,255,242,106,13,NaN,0,170,NaN,131,0,0,0
0,NaN,0,0,0,0,NaN,7,54,155,210,254,255,255,NaN,237,173,NaN,2,0,0,0,NaN,255,155,0,0,0
0,0,NaN,NaN,0,0,28,163,246,255,255,255,255,255,NaN,57,8,0,0,0,0,NaN,126,255,168,0,NaN,0
0,0,0,0,0,NaN,216,255,NaN,255,244,205,NaN,255,122,NaN,0,0,0,0,0,0,108,255,186,NaN,0,0
0,NaN,0,0,0,141,255,NaN,248,124,31,16,181,NaN,154,0,0,0,0,0,0,0,98,255,197,NaN,NaN,0
0,0,0,NaN,0,178,255,255,151,4,0,0,131,255,195,1,0,0,NaN,0,0,0,77,255,201,2,0,NaN
0,0,0,0,0,130,255,255,NaN,70,4,0,82,255,233,11,0,0,0,0,NaN,0,68,255,219,NaN,NaN,4
0,0,0,0,0,29,214,NaN,255,246,154,NaN,NaN,NaN,253,NaN,NaN,NaN,0,0,0,0,67,255,226,NaN,NaN,6
0,NaN,0,NaN,0,0,33,171,249,255,255,NaN,213,255,253,NaN,0,0,NaN,0,0,0,60,255,229,7,0,0
0,NaN,0,NaN,0,0,0,7,82,210,254,NaN,255,255,217,9,0,0,0,0,0,0,40,254,240,NaN,0,NaN
0,0,0,0,0,0,NaN,0,1,NaN,115,251,255,248,NaN,0,0,NaN,0,0,0,0,14,238,213,5,0,0
