0,0,0,0,NaN,NaN,NaN,NaN,0,NaN,0,0,0,0,0,0,0,NaN,0,NaN,0,0,NaN,NaN,0,NaN,0,0
NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,NaN,0,0
NaN,0,0,0,0,0,NaN,90,105,NaN,0,0,NaN,0,0,0,NaN,0,NaN,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,NaN,251,NaN,NaN,1,1,0,0,0,0,NaN,0,0,0,0,NaN,0,NaN,0,NaN,0,0
0,0,NaN,0,0,NaN,203,255,NaN,202,NaN,NaN,151,113,111,134,116,108,97,105,102,89,78,101,110,109,101,NaN
0,0,0,0,40,243,NaN,255,255,255,255,NaN,255,255,255,255,NaN,255,255,255,255,255,255,255,255,255,NaN,212
NaN,0,6,5,116,255,186,190,255,NaN,244,NaN,174,156,NaN,196,186,NaN,255,222,192,191,181,162,168,NaN,NaN,75
0,NaN,NaN,NaN,NaN,226,14,54,255,NaN,28,5,3,NaN,1,3,30,253,249,NaN,3,3,2,NaN,1,1,0,0
0,0,0,0,NaN,87,0,24,251,168,0,0,0,0,NaN,0,32,NaN,248,15,0,NaN,0,0,0,0,0,0
NaN,NaN,NaN,0,0,0,0,11,242,166,0,0,0,0,0,0,50,255,242,9,NaN,0,0,0,0,NaN,0,0
0,0,0,0,0,0,0,NaN,224,166,NaN,0,0,NaN,NaN,NaN,53,255,245,NaN,0,NaN,0,NaN,0,0,NaN,0
0,NaN,0,0,0,0,0,2,217,152,0,NaN,0,0,NaN,0,53,255,249,15,0,0,NaN,0,0,0,NaN,NaN
9,6,6,13,3,1,1,2,213,174,0,NaN,NaN,0,NaN,0,NaN,255,254,23,0,0,0,0,0,0,NaN,NaN
NaN,214,213,228,189,NaN,153,NaN,231,211,NaN,94,107,109,139,156,NaN,255,240,10,0,0,0,0,0,0,0,NaN
255,255,NaN,255,255,255,255,255,255,255,255,255,NaN,255,255,NaN,255,255,197,1,0,0,0,0,0,0,0,0
156,255,255,216,178,203,232,243,NaN,255,252,248,NaN,243,228,205,202,255,171,0,0,0,0,0,0,0,0,0
7,NaN,254,203,18,3,13,19,NaN,239,70,NaN,16,23,10,4,NaN,255,NaN,0,NaN,0,0,0,0,0,0,0
0,5,171,255,177,9,0,0,134,241,12,NaN,0,NaN,NaN,0,NaN,255,187,0,0,0,NaN,0,NaN,0,0,0
0,0,19,NaN,255,NaN,8,0,104,251,NaN,0,0,NaN,0,0,NaN,254,187,0,0,NaN,0,NaN,0,0,0,0
0,0,0,50,236,255,165,22,69,255,55,0,0,0,0,0,NaN,NaN,191,0,0,0,NaN,0,NaN,0,NaN,0
0,0,0,0,63,240,NaN,221,167,255,107,0,0,0,0,NaN,14,242,195,0,NaN,0,0,0,0,0,0,0
NaN,0,0,0,0,NaN,235,255,NaN,255,174,1,0,0,0,NaN,6,232,211,NaN,0,0,0,0,0,NaN,0,0
0,0,0,0,NaN,0,NaN,155,240,NaN,233,10,NaN,0,0,0,7,233,239,11,0,0,0,0,NaN,0,NaN,0
NaN,NaN,0,NaN,0,0,0,1,33,117,59,1,0,0,NaN,0,1,190,254,32,0,0,0,NaN,NaN,0,0,0
0,0,0,NaN,0,0,NaN,0,0,0,0,0,0,0,0,0,0,140,255,72,NaN,0,0,NaN,0,0,0,NaN
0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,255,138,0,0,NaN,0,0,NaN,0,NaN
0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,NaN,0,NaN,0,56,253,217,NaN,0,0,0,0,0,NaN,0
0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,3,186,181,4,0,0,0,0,0,0,0
