75,82,81,82,122,NaN,207,232,253,255,255,255,255,255,NaN,255,NaN,255,248,243,240,NaN,228,187,131,105,NaN,56
254,255,255,255,255,255,NaN,255,254,245,230,213,198,241,255,198,84,58,39,31,29,27,21,NaN,6,5,4,3
250,243,NaN,NaN,169,146,117,84,NaN,36,21,12,49,NaN,255,176,8,NaN,0,0,0,0,0,0,NaN,0,0,0
NaN,NaN,NaN,8,NaN,NaN,1,0,0,0,0,1,99,255,255,147,4,0,0,0,0,NaN,NaN,0,NaN,0,0,NaN
NaN,0,0,NaN,0,0,0,0,0,0,NaN,7,154,255,NaN,113,2,NaN,0,0,0,NaN,0,NaN,0,0,0,0
NaN,NaN,0,0,0,0,NaN,NaN,1,9,NaN,NaN,244,255,NaN,NaN,NaN,0,NaN,0,0,0,NaN,0,NaN,0,0,NaN
0,0,0,0,0,0,0,6,60,NaN,244,NaN,255,NaN,255,241,43,0,0,NaN,0,0,0,0,0,0,0,0
0,0,NaN,0,0,1,NaN,131,NaN,255,253,215,NaN,255,255,191,19,0,0,0,NaN,NaN,NaN,0,0,0,0,NaN
0,0,0,NaN,4,59,NaN,254,255,217,106,NaN,NaN,195,NaN,45,1,0,NaN,0,0,0,0,0,0,0,0,0
0,0,0,7,91,NaN,255,243,133,29,2,0,2,NaN,7,1,0,0,0,0,0,0,0,0,0,0,0,NaN
0,0,6,108,243,255,229,NaN,7,0,0,NaN,0,NaN,0,0,0,0,NaN,0,0,NaN,0,NaN,0,0,0,0
0,NaN,91,243,255,232,70,3,0,0,0,0,0,0,0,NaN,0,0,0,0,0,0,0,0,NaN,0,0,NaN
1,52,228,255,NaN,79,4,0,0,NaN,NaN,NaN,0,0,0,NaN,0,NaN,NaN,NaN,0,NaN,0,0,0,NaN,0,0
16,173,255,253,NaN,6,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,0
97,250,255,200,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,18,51,77,95,78,25,2
211,255,247,73,NaN,0,0,0,0,0,0,0,0,0,0,0,2,NaN,59,128,167,206,245,254,255,NaN,212,87
255,255,NaN,12,0,NaN,0,0,0,0,0,0,0,0,NaN,30,114,203,248,255,247,199,165,200,246,255,NaN,247
255,255,NaN,3,NaN,NaN,0,NaN,0,0,0,0,0,4,77,NaN,254,255,NaN,NaN,71,15,5,14,58,NaN,NaN,255
255,255,101,1,0,0,0,0,NaN,0,0,0,2,69,232,255,253,NaN,69,NaN,NaN,0,0,0,1,NaN,235,NaN
255,255,NaN,1,NaN,0,0,0,0,NaN,0,0,NaN,NaN,255,254,166,23,NaN,NaN,0,0,0,NaN,14,NaN,255,NaN
255,NaN,148,4,0,NaN,0,0,0,0,0,0,14,202,255,236,42,1,0,NaN,NaN,0,0,16,128,249,207,NaN
NaN,255,225,40,NaN,NaN,0,0,0,0,NaN,0,6,150,255,253,159,49,NaN,3,1,5,43,151,NaN,179,NaN,2
NaN,254,255,172,20,NaN,0,0,NaN,0,0,0,NaN,NaN,187,253,255,241,191,NaN,53,134,228,236,126,23,NaN,0
NaN,180,NaN,253,162,24,0,0,0,0,0,0,0,1,NaN,102,179,NaN,236,239,235,254,202,72,8,NaN,NaN,0
0,28,177,255,NaN,181,39,NaN,NaN,NaN,0,0,0,0,1,NaN,NaN,NaN,NaN,255,237,NaN,27,1,0,0,0,NaN
0,NaN,27,177,NaN,NaN,225,112,26,3,NaN,1,NaN,31,109,NaN,NaN,NaN,236,154,52,6,0,0,0,0,0,0
0,0,0,16,113,232,255,NaN,NaN,160,NaN,NaN,176,230,NaN,254,226,140,NaN,6,0,0,NaN,NaN,0,0,NaN,0
0,0,0,NaN,NaN,41,157,NaN,255,255,255,255,255,251,198,106,NaN,4,0,NaN,NaN,0,0,0,0,0,0,0
